Time,realtime_start_NGDPSAXDCUSQ,value_NGDPSAXDCUSQ,Time_NGDPSAXDCUSQ
1306,2025-06-02,7074241.8,2023-10-01
1307,2025-06-16,7074242.0,2023-10-01
1308,2025-07-21,7074241.8,2023-10-01
1309,2025-12-22,7106180.5,2023-10-01
1310,2024-07-29,7067293.5,2024-01-01
1311,2024-11-04,7156017.5,2024-01-01
1312,2025-06-02,7156017.3,2024-01-01
1313,2025-06-16,7156017.5,2024-01-01
1314,2025-07-21,7156017.3,2024-01-01
1315,2025-12-22,7177040.3,2024-01-01
1316,2024-10-07,7163084.5,2024-04-01
1317,2024-11-04,7254178.5,2024-04-01
1318,2025-12-22,7286761.0,2024-04-01
1319,2024-12-02,7337481.0,2024-07-01
1320,2025-01-27,7343728.5,2024-07-01
1321,2025-12-22,7377916.0,2024-07-01
1322,2025-04-14,7429912.0,2024-10-01
1323,2025-04-21,7430966.0,2024-10-01
1324,2025-12-22,7456295.5,2024-10-01
1325,2025-06-02,7494408.0,2025-01-01
1326,2025-06-16,7494159.5,2025-01-01
1327,2025-07-21,7490511.8,2025-01-01
1328,2025-12-22,7510528.3,2025-01-01
1329,2025-09-01,7582779.3,2025-04-01
1330,2025-12-22,7621432.3,2025-04-01
1331,2025-12-29,7773772.3,2025-07-01
1332,2026-01-26,7774506.8,2025-07-01
1333,2026-02-23,7872517.5,2025-10-01
1334,2026-03-23,7860620.8,2025-10-01
1335,2026-04-20,7855631.5,2025-10-01
1336,2026-05-11,7964064.3,2026-01-01
